CrashNum,Street1,Street1Other,Street1Located,Street2,Street2Other,Street2Located,CrashDate,CrashTime,City,County,CountyLocated,X,Y
LVM210800050116,E TROPICANA AVE,,E TROPICANA AVE,MCLEOD DR,,MCLEOD DR,2021-08-12T00:00:00.000,1549,LAS VEGAS,CLARK,CLARK,669979.7922,3996690.1228
LVM190600011801,E CHARLESTON BLVD,,E CHARLESTON BLVD,S MOJAVE RD,,S MOJAVE RD,2019-06-03T00:00:00.000,1429,LAS VEGAS,CLARK,CLARK,670415.237599999,4003227.1566
HP23-07184,VIA INSPIRADA,,VIA INSPIRADA ,ADIGE,,ADIGE PL,2023-04-18T00:00:00.000,1630,HENDERSON,CLARK,CLARK,667684.3331,3978371.9648
LVM230300047463,E SILVERADO RANCH BLVD,,E SILVERADO RANCH BLVD,GILESPIE ST,,GILESPIE ST,2023-03-11T00:00:00.000,1808,LAS VEGAS,CLARK,CLARK,665652.598399999,3987000.72149999
LVM220900051696,AFFINITY ST,,AFFINITY ST,PARK RUN DR,,PARK RUN DR,2022-09-13T00:00:00.000,1159,LAS VEGAS,CLARK,CLARK,650277.1478,4003185.1278
LVM190300081595,ARVILLE ST,,ARVILLE ST,PENNWOOD AVE,,PENNWOOD AVE,2019-03-17T00:00:00.000,1702,LAS VEGAS,CLARK,CLARK,662005.4341,4000663.48029999
LVM200700107254,DEL WEBB BLVD,,DEL WEBB BLVD,SUN CITY BLVD,,SUN CITY BLVD,2020-07-25T00:00:00.000,607,LAS VEGAS,CLARK,CLARK,652981.6118,4008656.4155
LVM221100014992,STEWART AVE,,STEWART AVE,N 15TH ST,,N 15TH ST,2022-11-04T00:00:00.000,1851,LAS VEGAS,CLARK,CLARK,668385.984,4004064.3003
LVM200100075319,SPENCER ST,,SPENCER ST,E WIGWAM AVE,,E WIGWAM AVE,2020-01-16T00:00:00.000,1523,LAS VEGAS,CLARK,CLARK,668722.213899999,3989467.6644
RPD19-18336,YORI AVE,,YORI AVE,E TAYLOR ST,,E TAYLOR ST,2019-09-12T00:00:00.000,706,RENO,WASHOE,WASHOE,259842.9637,4377911.683
LVM190300140479,MONTESSOURI ST,,MONTESSOURI ST,W HACIENDA AVE,,W HACIENDA AVE,2019-03-29T00:00:00.000,1442,LAS VEGAS,CLARK,CLARK,657776.1007,3995617.5664
RPD23-17955,E 2ND ST,,E 2ND ST,,,,2023-09-30T00:00:00.000,2135,RENO,WASHOE,WASHOE,,
NLPD2211180022021,BELMONT ST,,BELMONT ST,BROADWAY AVE,,BROADWAY AVE,2022-11-18T00:00:00.000,2012,NORTH LAS VEGAS,CLARK,CLARK,670182.795199999,4008219.2682
RPD19-7326,E MOANA LN,,E MOANA LN,IR580 N,,IR580 N,2019-04-17T00:00:00.000,1731,RENO,WASHOE,WASHOE,260663.970499999,4375182.74719999
HP19-17809,W WARM SPRINGS RD,,W WARM SPRINGS RD,LA MESA DR,,LA MESA DR,2019-08-13T00:00:00.000,730,HENDERSON,CLARK,CLARK,671781.4406,3991928.07589999
LVM230300018701,SMOKE RANCH RD,,SMOKE RANCH RD,N TENAYA WAY,,N TENAYA WAY,2023-03-05T00:00:00.000,1127,LAS VEGAS,CLARK,CLARK,657196.170099999,4007929.9363
RPD22-10637,S VIRGINIA ST,,S VIRGINIA ST,CHENEY ST,,CHENEY ST,2022-06-09T00:00:00.000,1212,RENO,WASHOE,WASHOE,258516.427099999,4378026.0247
LVM190500084026,W DESERT INN RD,,W DESERT INN RD,CEREUS AVE,,CEREUS AVE,2019-05-17T00:00:00.000,2002,LAS VEGAS,CLARK,CLARK,661006.878899999,3999833.3295
LVM220300050757,E RENO AVE,,E RENO AVE,JEFFREYS ST,,JEFFREYS ST,2022-03-12T00:00:00.000,2136,LAS VEGAS,CLARK,CLARK,669005.573599999,3996315.2322
LVM210400134687,DESERT MARIGOLD LN,,DESERT MARIGOLD LN,WERNETTE PL,,WERNETTE PL,2021-04-30T00:00:00.000,907,,CLARK,CLARK,651166.1094,4000212.5732
NLPD2205090008,BAY LAKE TRL,,BAY LAKE TRL,E GOWAN RD,,E GOWAN RD,2022-05-09T00:00:00.000,545,NORTH LAS VEGAS,CLARK,CLARK,670475.3594,4010579.1217
NHP210801218,OTHER,US95/FLAMINGO SB OFF RAMP,OTHER,OTHER,FLAMINGO RD,OTHER,2021-08-18T00:00:00.000,1500,,CLARK,CLARK,672297.661899999,3998410.80719999
NHP201002092,OTHER,US95 SB OFF RAMP,OTHER,OTHER,RANCHO (S) SB,OTHER,2020-10-30T00:00:00.000,1710,,CLARK,CLARK,664194.5,4004929.0
RPD22-14183,S VIRGINIA ST,,S VIRGINIA ST,E PLUMB LN,,E PLUMB LN,2022-07-31T00:00:00.000,2112,RENO,WASHOE,WASHOE,258974.2866,4376682.9801
LVM230900035818,N LAS VEGAS BLVD,,SR604N,OTHER,N NELLIS BLVD,SR612,2023-09-11T00:00:00.000,2,LAS VEGAS,CLARK,CLARK,674141.6875,4011853.0
LYSO19LY02935,FERNWOOD DR,,FERNWOOD DR,TANGLEWOOD DR,,TANGLEWOOD DR,2019-06-27T00:00:00.000,1140,FERNLEY,,,308601.806499999,4386823.9295
LVM191200011622,ALTA DR,,ALTA DR,S RAMPART BLVD,,S RAMPART BLVD,2019-12-03T00:00:00.000,1035,LAS VEGAS,CLARK,CLARK,653978.632199999,4003806.78959999
RPD23-11602,LOTUS ST,,LOTUS ST,HONEYSUCKLE DR,,HONEYSUCKLE DR,2023-07-03T00:00:00.000,1821,RENO,WASHOE,WASHOE,251989.7571,4390097.9997
LVM230200106307,N VALLEY VIEW BLVD,,N VALLEY VIEW BLVD,W BONANZA RD,,W BONANZA RD,2023-02-26T00:00:00.000,1315,LAS VEGAS,CLARK,CLARK,662550.782999999,4005136.78199999
LVM230500011759,S EASTERN AVE,,S EASTERN AVE,E DESERT INN RD,,E DESERT INN RD,2023-05-03T00:00:00.000,1132,LAS VEGAS,CLARK,CLARK,669296.565399999,4000222.07919999
LVM220900047729,W LONE MOUNTAIN RD,,W LONE MOUNTAIN RD,LOS PRADOS BLVD,,LOS PRADOS BLVD,2022-09-12T00:00:00.000,1114,LAS VEGAS,CLARK,CLARK,667233.132899999,4004318.20949999
LVM211000026326,N EASTERN AVE,,N EASTERN AVE,VALLEY ST,,VALLEY ST,2021-10-07T00:00:00.000,719,LAS VEGAS,CLARK,CLARK,669464.064699999,4003504.78839999
LVM190200086813,E ROCHELLE AVE,,E ROCHELLE AVE,S EASTERN AVE,,S EASTERN AVE,2019-02-19T00:00:00.000,1822,LAS VEGAS,CLARK,CLARK,669289.1589,3997895.0764
LVM190500003879,W CHARLESTON BLVD,,W CHARLESTON BLVD,DOUGLAS DR,,DOUGLAS DR,2019-05-01T00:00:00.000,1854,LAS VEGAS,CLARK,CLARK,662979.746899999,4003101.641
LVM190900022450,E SILVERADO RANCH BLVD,,E SILVERADO RANCH BLVD,BERMUDA RD,,BERMUDA RD,2019-09-05T00:00:00.000,1429,LAS VEGAS,CLARK,CLARK,666229.3552,3986992.6608
NLPD2311020022016,SIMMONS ST,,SIMMONS ST,W CHEYENNE AVE,,CHEYENNE AVE,2023-11-02T00:00:00.000,1801,NORTH LAS VEGAS,CLARK,CLARK,663646.3607,4009468.98909999
HP21-06646,HIGHBURY GROVE ST,,HIGHBURY GROVE ST,ARCHER GLEN AVE,,ARCHER GLEN AVE,2021-04-14T00:00:00.000,1544,HENDERSON,CLARK,CLARK,681368.425999999,3984387.06959999
LVM210200078632,N TORREY PINES DR,,N TORREY PINES DR,W CHEYENNE AVE,,W CHEYENNE AVE,2021-02-18T00:00:00.000,1351,LAS VEGAS,CLARK,CLARK,658735.6171,4009487.23069999
LVM230200051451,OTHER,W CHARLESTON BLVD,SR159,OTHER,N SKY VISTA DR,SKY VISTA DR,2023-02-13T00:00:00.000,1051,LAS VEGAS,CLARK,CLARK,647451.188799999,4002669.46539999
RPD23-7561,RED BARON BLVD,,RED BARON BLVD,BAGPIPE CIR,,BAGPIPE CIR,2023-04-29T00:00:00.000,1606,RENO,WASHOE,WASHOE,251232.258,4391173.4865
LYSO22LY03940,EMIGRANT WAY,,EMIGRANT WAY,ENDEAVOR LN,,ENDEAVOR LN,2022-09-19T00:00:00.000,1420,,LYON,LYON,310769.2532,4385276.1465
LVM200800082137,W WASHINGTON AVE,,W WASHINGTON AVE,N MARTIN L KING BLVD,,N MARTIN L KING BLVD,2020-08-19T00:00:00.000,2117,LAS VEGAS,CLARK,CLARK,665391.441499999,4005576.1546
NLPD2104070005776,RANGE RD,,RANGE RD,E EL CAMPO GRANDE AVE,,E EL CAMPO GRANDE AVE,2021-04-07T00:00:00.000,704,NORTH LAS VEGAS,CLARK,CLARK,674609.813299999,4015117.81159999
LVM200600111578,S EASTERN AVE,,S EASTERN AVE,E RICHMAR AVE,,E RICHMAR AVE,2020-06-27T00:00:00.000,1731,LAS VEGAS,CLARK,CLARK,669530.722199999,3987360.5296
LVM231100030819,E RUSSELL RD,,E RUSSELL RD,S EASTERN AVE,,S EASTERN AVE,2023-11-09T00:00:00.000,2102,LAS VEGAS,CLARK,CLARK,669488.9747,3995152.34999999
RPD21-19304,MAE ANNE AVE,,MAE ANNE AVE,AVENIDA DE LANDA,,AVENIDA DE LANDA,2021-10-13T00:00:00.000,1700,RENO,WASHOE,WASHOE,251194.768,4379022.846
LVM190500002303,N EL CAPITAN WAY,,N EL CAPITAN WAY,HORSE DR,,HORSE DR,2019-05-01T00:00:00.000,1252,LAS VEGAS,CLARK,CLARK,653723.3424,4020128.3352
RPD20-10829,MIRA LOMA DR,,MIRA LOMA DR,GRACIA DEL DIOS DR,,GRACIA DEL DIOS DR,2020-06-26T00:00:00.000,702,RENO,WASHOE,WASHOE,263337.798399999,4374331.31829999
LVM190500153426,W DESERT INN RD,,W DESERT INN RD,CAMERON ST,,CAMERON ST,2019-05-31T00:00:00.000,2209,LAS VEGAS,CLARK,CLARK,661693.6491,3999862.60219999
NHP220800540,WILDES RD,,WILDES RD,TESTOLIN RD,,TESTOLIN RD,2022-08-04T00:00:00.000,445,FALLON,CHURCHILL,CHURCHILL,349951.2646,4369141.8736
LVM190900055383,W FLAMINGO RD,,W FLAMINGO RD,S RAINBOW BLVD,,S RAINBOW BLVD,2019-09-12T00:00:00.000,824,LAS VEGAS,CLARK,CLARK,658136.984299999,3998079.753
LVM210100139526,E FLAMINGO RD,,E FLAMINGO RD,S LAS VEGAS BLVD,,S LAS VEGAS BLVD,2021-01-31T00:00:00.000,1308,LAS VEGAS,CLARK,CLARK,664648.262099999,3998213.91889999
LVM230200007713,W CHEYENNE AVE,,W CHEYENNE AVE,N RAINBOW BLVD,,N RAINBOW BLVD,2023-02-02T00:00:00.000,1857,LAS VEGAS,CLARK,CLARK,657989.8782,4009582.58
LVM221000104832,S TORREY PINES DR,,S TORREY PINES DR,W DIABLO DR,,W DIABLO DR,2022-10-27T00:00:00.000,1418,LAS VEGAS,CLARK,CLARK,658986.923399999,3995250.40159999
LVM210100002790,W CHARLESTON BLVD,,W CHARLESTON BLVD,DESERT FOOTHILLS DR,,DESERT FOOTHILLS DR,2021-01-01T00:00:00.000,1450,LAS VEGAS,CLARK,CLARK,648099.558199999,4002834.082
LVM230700003986,E FLAMINGO RD,,SR592,OTHER,SANDHILL,S SANDHILL RD,2023-07-01T00:00:00.000,2035,LAS VEGAS,CLARK,CLARK,671855.526399999,3998418.1442
NHP201000311,OTHER,EASTERN AVE SB,OTHER,OTHER,PEBBLE,OTHER,2020-10-05T00:00:00.000,1000,,CLARK,CLARK,669531.046299999,3988560.7758
LVM210300044452,BRADLEY RD,,BRADLEY RD,FARM RD,,FARM RD,2021-03-10T00:00:00.000,648,LAS VEGAS,CLARK,CLARK,660218.754999999,4018508.28449999
RPD21-17138,STEAD BLVD,,STEAD BLVD,SAGEWOOD DR,,SAGEWOOD DR,2021-09-13T00:00:00.000,2142,RENO,WASHOE,WASHOE,252642.7905,4390481.8212
LVM210800059689,E FLAMINGO RD,,E FLAMINGO RD,EUCALYPTUS AVE,,EUCALYPTUS AVE,2021-08-14T00:00:00.000,2011,LAS VEGAS,CLARK,CLARK,669821.924999999,3998341.2785
RPD23-23314,SOUTH MEADOWS PKWY,,SOUTH MEADOWS PKWY,ECHO VALLEY PKWY,,ECHO VALLEY PKWY,2023-12-20T00:00:00.000,722,RENO,WASHOE,WASHOE,264944.131799999,4370514.0348
SPPD23-2603,DISC DR,,DISC DR,HARRIER WAY,,HARRIER WAY,2023-04-08T00:00:00.000,1619,SPARKS,WASHOE,WASHOE,265074.964399999,4384150.90479999
HP19-06890,DAVINA ST,,DAVINA ST,N VALLE VERDE DR,,N VALLE VERDE DR,2019-03-27T00:00:00.000,1535,HENDERSON,CLARK,CLARK,673978.6003,3989934.016
LVM230600040813,E CACTUS AVE,,E CACTUS AVE,OTHER,CAPSTONE ACADEMY WAY,CAPSTONE ACADEMY WAY,2023-06-09T00:00:00.000,1357,LAS VEGAS,CLARK,CLARK,667149.931599999,3985448.5852
LVM190800114773,S EASTERN AVE,,S EASTERN AVE,E SAHARA AVE,,E SAHARA AVE,2019-08-23T00:00:00.000,1803,LAS VEGAS,CLARK,CLARK,669251.4872,4001591.25
LVM211100093956,S GRAND CANYON DR,,S GRAND CANYON DR,W MAULE AVE,,W MAULE AVE,2021-11-22T00:00:00.000,1530,LAS VEGAS,CLARK,CLARK,652479.500199999,3992234.6546
LVM200300077349,W HARMON AVE,,W HARMON AVE,S JONES BLVD,,S JONES BLVD,2020-03-17T00:00:00.000,1726,LAS VEGAS,CLARK,CLARK,659770.3369,3997292.74459999
LVM210300023009,N MARYLAND PKWY,,N MARYLAND PKWY,FREMONT ST,,FREMONT ST,2021-03-05T00:00:00.000,1923,LAS VEGAS,CLARK,CLARK,667956.929499999,4003955.92239999
RPD19-14488,CARLOS LN,,CARLOS LN,PARKVIEW ST,,PARKVIEW ST,2019-07-23T00:00:00.000,2034,RENO,WASHOE,WASHOE,260701.629599999,4375014.0294
LVM200200102417,E BONNEVILLE AVE,,E BONNEVILLE AVE,S LAS VEGAS BLVD,,S LAS VEGAS BLVD,2020-02-21T00:00:00.000,1756,LAS VEGAS,CLARK,CLARK,666899.3035,4003668.03739999
LVM211000084448,N EASTERN AVE,,N EASTERN AVE,US95S,,US95S,2021-10-20T00:00:00.000,1741,LAS VEGAS,CLARK,CLARK,669412.548499999,4004885.3375
LVM221000103802,SPRING MOUNTAIN RD,,SPRING MOUNTAIN RD,S LAS VEGAS BLVD,,S LAS VEGAS BLVD,2022-10-27T00:00:00.000,946,LAS VEGAS,CLARK,CLARK,664602.0454,3999422.98799999
HP23-03904,WHITNEY RANCH DR,,WHITNEY RANCH DR,E GALLERIA DR,,GALLERIA DR,2023-02-28T00:00:00.000,628,HENDERSON,CLARK,CLARK,675544.8667,3993507.5677
LVM200500074832,S LAS VEGAS BLVD,,S LAS VEGAS BLVD,E SAHARA AVE,,E SAHARA AVE,2020-05-15T00:00:00.000,1709,LAS VEGAS,CLARK,CLARK,665808.898599999,4001514.5072
RPD19-13277,KINGS ROW,,KINGS ROW,KING JAMES CT,,KING JAMES CT,2019-07-08T00:00:00.000,717,RENO,WASHOE,WASHOE,256150.4833,4380179.2145
SPPD23-6450,LOS ALTOS PKWY,,LOS ALTOS PKWY,ION DR,,ION DR,2023-08-24T00:00:00.000,844,SPARKS,WASHOE,WASHOE,265395.6754,4385291.6094
HP21-12831,S EASTERN AVE,,S EASTERN AVE,ST ROSE PKWY,,SR146W,2021-07-15T00:00:00.000,1200,HENDERSON,CLARK,CLARK,669900.9522,3986443.1849
FAPDTA19-0025,MEADOW GLEN DR,,MEADOW GLEN DR,PINTAIL DR,,PINTAIL DR,2019-02-23T00:00:00.000,1200,FALLON,CHURCHILL,CHURCHILL,346622.904099999,4371824.5701
SPPD19-7979,NICHOLS BL,,NICHOLS BL,SPRING VILLAS DR,,SPRING VILLAS DR,2019-09-06T00:00:00.000,1655,,,,264508.3837,4379919.55939999
NHP190901282,OTHER,SAHARA AVE EB,OTHER,OTHER,IR15 NB/SAHARA AVE OFF RAMP,OTHER,2019-09-16T00:00:00.000,545,RENO,CLARK,CLARK,664602.1638,4001491.54429999
LYSO21LY01687,OTHER,SILVER LACE BLVD,OTHER,E MAIN ST,,E MAIN ST,2021-04-15T00:00:00.000,1731,FERNLEY,,,,
HP20-03708,SEBRING HILLS DR,,SEBRING HILLS DR,VOLUNTEER BLVD,,VOLUNTEER BLVD,2020-02-21T00:00:00.000,1325,HENDERSON,CLARK,CLARK,669281.6418,3981147.6655
CLSD20014221,W DEER SPRINGS WAY,,W DEER SPRINGS WAY,GOLDFIELD ST,,GOLDFIELD ST,2020-02-05T00:00:00.000,645,NORTH LAS VEGAS,,,667179.4073,4017026.97299999
LVM221100085412,S FORT APACHE RD,,S FORT APACHE RD,W SUNSET RD,,W SUNSET RD,2022-11-23T00:00:00.000,710,,CLARK,CLARK,653286.7405,3993156.68099999
HP20-14351,N GREEN VALLEY PKWY,,N GREEN VALLEY PKWY,WIGWAM PKWY,,WIGWAM PKWY,2020-08-18T00:00:00.000,1022,HENDERSON,CLARK,CLARK,672567.361299999,3989477.03639999
SPPD19-10489,21ST ST,,21ST ST,C ST,,C ST,2019-11-20T00:00:00.000,1705,SPARKS,WASHOE,WASHOE,261832.564699999,4379946.95759999
SPPD22-7100,PRATER WAY,,PRATER WAY,EL RANCHO DR,,EL RANCHO DR,2022-09-05T00:00:00.000,2001,SPARKS,WASHOE,WASHOE,261507.730999999,4379942.2681
UNLV190484,S MARYLAND PKWY,,S MARYLAND PKWY,S MARYLAND PKWY,,S MARYLAND PKWY,2019-05-09T00:00:00.000,120,,CLARK,CLARK,667744.5317,3995447.69999999
RPD22-22681,S VIRGINIA ST,,S VIRGINIA ST,HOLCOMB AVE,,HOLCOMB AVE,2022-12-08T00:00:00.000,734,RENO,WASHOE,WASHOE,258830.666,4377104.32499999
LVM220600093118,E FLAMINGO RD,,E FLAMINGO RD,PARADISE RD,,PARADISE RD,2022-06-24T00:00:00.000,1253,LAS VEGAS,CLARK,CLARK,666051.540599999,3998199.8374
HP22-21207,E WIGWAM AVE,,E WIGWAM AVE,S EASTERN AVE,,S EASTERN AVE,2022-10-31T00:00:00.000,1600,HENDERSON,CLARK,CLARK,669523.915099999,3989463.47809999
LVM220600009175,VEGAS DR,,VEGAS DR,VALLEY DR,,VALLEY DR,2022-06-03T00:00:00.000,735,LAS VEGAS,CLARK,CLARK,662194.0574,4006348.2433
LVM230800087834,MISSOURI AVE,,MISSOURI AVE,BOULDER HWY,,BOULDER HWY,2023-08-22T00:00:00.000,1930,LAS VEGAS,CLARK,CLARK,675913.953999999,3996460.03669999
LVM190100067665,N MOJAVE RD,,N MOJAVE RD,STEWART AVE,,STEWART AVE,2019-01-15T00:00:00.000,512,LAS VEGAS,CLARK,CLARK,670389.8134,4004257.21309999
LVM190500068225,S VALLEY VIEW BLVD,,S VALLEY VIEW BLVD,MOUNTAIN VIEW BLVD,,MOUNTAIN VIEW BLVD,2019-05-14T00:00:00.000,1917,LAS VEGAS,CLARK,CLARK,662754.236399999,4002540.59789999
HP20-14436,LAKE MEAD PKWY,,LAKE MEAD PKWY,E VAN WAGENEN ST,,E VAN WAGENEN ST,2020-08-19T00:00:00.000,1624,HENDERSON,CLARK,CLARK,680161.721499999,3989707.4206
NLPD2006180009994,CAMINO ELDORADO,,CAMINO ELDORADO,LITTLE BOW AVE,,LITTLE BOW AVE,2020-06-18T00:00:00.000,1858,NORTH LAS VEGAS,CLARK,CLARK,664769.2092,4016126.811
LVM230500097940,W CHEYENNE AVE,,W CHEYENNE AVE,SHADY TIMBER ST,,SHADY TIMBER ST,2023-05-20T00:00:00.000,904,LAS VEGAS,CLARK,CLARK,650665.230299999,4009471.19969999
LVM200900041597,N LAS VEGAS BLVD,,N LAS VEGAS BLVD,E OGDEN AVE,,E OGDEN AVE,2020-09-09T00:00:00.000,2154,LAS VEGAS,CLARK,CLARK,667294.6375,4004451.60889999
RPD19-107518,E 5TH ST,,E 5TH ST,N SIERRA ST,,N SIERRA ST,2019-08-18T00:00:00.000,1900,RENO,,,257975.4566,4379483.81399999
LVM211100083173,E PATRICK LN,,E PATRICK LN,ANNIE OAKLEY DR,,ANNIE OAKLEY DR,2021-11-20T00:00:00.000,825,LAS VEGAS,CLARK,CLARK,672261.825899999,3994341.7936
LVM191000031872,S RAINBOW BLVD,,S RAINBOW BLVD,N SPRING VALLEY PKWY,,N SPRING VALLEY PKWY,2019-10-07T00:00:00.000,1715,LAS VEGAS,CLARK,CLARK,658148.824,3996851.3101
NLPD1909140018782,W LAKE MEAD BLVD,,W LAKE MEAD BLVD,SIMMONS ST,,SIMMONS ST,2019-09-14T00:00:00.000,1758,NORTH LAS VEGAS,CLARK,CLARK,663736.4627,4007386.0031
RPD23-18126,S VIRGINIA ST,,S VIRGINIA ST,IR580N,,IR580N TO US395AN INT29,2023-10-03T00:00:00.000,1913,RENO,WASHOE,WASHOE,261088.6094,4370522.0
NLPD2010160017168,WHIRLIBIRD ST,,WHIRLIBIRD ST,ELKHORN RD,,ELKHORN RD,2020-10-16T00:00:00.000,1244,NORTH LAS VEGAS,CLARK,CLARK,662755.485799999,4017736.051
HPLHP190509000625,E PACIFIC AVE,,PACIFIC AVE,HORIZON,,E HORIZON DR,2019-05-09T00:00:00.000,1546,HENDERSON,,CLARK,681339.4576,3987211.49679999
LVM210900060072,W FLAMINGO RD,,W FLAMINGO RD,DELOS DR,DELOS DR,DELOS DR,2021-09-14T00:00:00.000,1605,LAS VEGAS,CLARK,CLARK,661000.695,3998225.7573
LVM231200019226,N LAMB BLVD,,N LAMB BLVD,E BONANZA RD,,E BONANZA RD,2023-12-06T00:00:00.000,1437,LAS VEGAS,CLARK,CLARK,672635.984199999,4004971.66789999
LVM190800118191,E TWAIN AVE,,E TWAIN AVE,PARADISE RD,,PARADISE RD,2019-08-24T00:00:00.000,1231,LAS VEGAS,CLARK,CLARK,666162.455099999,3998974.9252
LVM210800029303,FRANK SINATRA DR,,FRANK SINATRA DR,PARK AVE,,PARK AVE,2021-08-07T00:00:00.000,2208,LAS VEGAS,CLARK,CLARK,663824.4466,3997024.90909999
LVM221000025416,MARLIN AVE,,MARLIN AVE,N 28TH ST,,N 28TH ST,2022-10-07T00:00:00.000,1035,LAS VEGAS,CLARK,CLARK,669838.8047,4004164.90379999
LVM231200077385,S MARYLAND PKWY,,S MARYLAND PKWY,E DESERT INN RD,,E DESERT INN RD,2023-12-22T16:00:00.000,1346,LAS VEGAS,CLARK,CLARK,667650.2795,4000002.78319999
NHP190801710,OTHER,CRAIG,OTHER,OTHER,IR15 SB ON RAMP,OTHER,2019-08-21T00:00:00.000,623,RENO,CLARK,CLARK,670560.2734,4012259.4691
LVM210800090954,STEWART AVE,,STEWART AVE,N NELLIS BLVD,,N NELLIS BLVD,2021-08-21T00:00:00.000,2112,LAS VEGAS,CLARK,CLARK,674271.4181,4004156.8343
LVM191100065216,N EASTERN AVE,,N EASTERN AVE,WALNUT AVE,,WALNUT AVE,2019-11-14T00:00:00.000,1639,LAS VEGAS,CLARK,CLARK,669431.365199999,4004676.41779999
LVM210300121545,EL PASTOR LN,,EL PASTOR LN,EL CEBRA WAY,,EL CEBRA WAY,2021-03-26T00:00:00.000,1450,LAS VEGAS,CLARK,CLARK,673001.7489,3997430.9392
SPPD22-9602,S LOS ALTOS PKWY,,S LOS ALTOS PKWY,ARISTEDES DR,,ARISTEDES DR,2022-12-06T00:00:00.000,1445,SPARKS,WASHOE,WASHOE,268625.2389,4383479.97069999
SPPD23-8186,EL RANCHO DR,,EL RANCHO DR,ODDIE BLVD,,ODDIE BLVD,2023-10-24T00:00:00.000,1505,SPARKS,WASHOE,WASHOE,261447.9324,4380840.37319999
NLPD2308010015360,W CRAIG RD,,W CRAIG RD,N COMMERCE ST,,N COMMERCE ST,2023-08-01T00:00:00.000,1440,NORTH LAS VEGAS,CLARK,CLARK,666800.817599999,4012110.82929999
LVM220100070450,RANCHO DR N,,SR599N,W CHEYENNE AVE,W CHEYENNE AVE,SR574,2022-01-18T00:00:00.000,1542,LAS VEGAS,CLARK,CLARK,660614.928,4009646.10859999
LVM220200061927,W SAHARA AVE,,W SAHARA AVE,S VALLEY VIEW BLVD,,S VALLEY VIEW BLVD,2022-02-15T00:00:00.000,1550,LAS VEGAS,CLARK,CLARK,662678.659799999,4001481.25249999
LVM210800050274,W HACIENDA AVE,,W HACIENDA AVE,CAMERON ST,,CAMERON ST,2021-08-12T00:00:00.000,1634,LAS VEGAS,CLARK,CLARK,661546.446499999,3995822.2827
DCSO20SO11414,GRANT AV,,GRANT AV,US HWY 395 N,,US HWY 395 N,2020-04-30T00:00:00.000,1219,,DOUGLAS,DOUGLAS,263733.9007,4311755.24609999
LVM230700125056,HOWARD HUGHES PKWY,,HOWARD HUGHES PKWY,CORPORATE DR,,CORPORATE DR,2023-07-28T17:00:00.000,1853,LAS VEGAS,CLARK,CLARK,665864.006299999,3998660.8769
RPD23-17197,DUKE WAY,,DUKE WAY,RADCLIFFE DR,,RADCLIFFE DR,2023-09-19T00:00:00.000,1800,RENO,WASHOE,WASHOE,260335.8699,4376924.8552
LVM230900042237,OTHER,BOULDER HIGHWAY,BOULDER HWY,OTHER,E SUN VALLEY DR,SUN VALLEY DR,2023-09-12T00:00:00.000,1733,LAS VEGAS,CLARK,CLARK,674927.104399999,3997464.0192
NHP230800414,FLAMINGO RD,,FLAMINGO RD,OTHER,IR15,IR15S,2023-08-07T00:00:00.000,2329,LAS VEGAS,CLARK,CLARK,663744.1599,3998178.49169999
LVM210500070034,N SANDHILL RD,,N SANDHILL RD,LIGHTHOUSE AVE,,LIGHTHOUSE AVE,2021-05-15T00:00:00.000,1617,LAS VEGAS,CLARK,CLARK,671845.8934,4004520.9967
LVM210300065264,TOPAZ ST,,TOPAZ ST,E TROPICANA AVE,,E TROPICANA AVE,2021-03-14T00:00:00.000,1432,LAS VEGAS,CLARK,CLARK,669736.587799999,3996594.09659999
WASO21-4140,SUN VALLEY BLVD,,SUN VALLEY BLVD,EL RANCHO DR,,EL RANCHO DR,2021-08-25T00:00:00.000,322,SUN VALLEY,WASHOE,WASHOE,261036.120299999,4383772.39149999
LVM210500107440,N LAMB BLVD,,N LAMB BLVD,E BONANZA RD,,E BONANZA RD,2021-05-23T00:00:00.000,1437,LAS VEGAS,CLARK,CLARK,672637.25,4004812.2434
LVM210600076412,DESERT FOOTHILLS DR,,DESERT FOOTHILLS DR,ANTELOPE RIDGE DR,,ANTELOPE RIDGE DR,2021-06-17T00:00:00.000,804,LAS VEGAS,CLARK,CLARK,647902.083399999,4004571.6618
LVM221000008671,S CIMARRON RD,,S CIMARRON RD,W ROCHELLE AVE,,W ROCHELLE AVE,2022-10-03T00:00:00.000,542,LAS VEGAS,CLARK,CLARK,655703.512799999,3997638.2627
LVM211000123610,S MARYLAND PKWY,,S MARYLAND PKWY,JOE DELANEY LN,,JOE DELANEY LN,2021-10-29T00:00:00.000,1152,,CLARK,CLARK,667694.159199999,3996976.8079
LVM220300124716,E KATIE AVE,,E KATIE AVE,S MARYLAND PKWY,,S MARYLAND PKWY,2022-03-30T00:00:00.000,1200,LAS VEGAS,CLARK,CLARK,667402.1259,3998888.1555
NLPD2106040009364,W CHEYENNE AVE,,W CHEYENNE AVE,N MARTIN L KING BLVD,,N MARTIN L KING BLVD,2021-06-04T00:00:00.000,2228,NORTH LAS VEGAS,CLARK,CLARK,665277.376699999,4009660.7531
LVM211000054530,E PATRICK LN,,E PATRICK LN,S PECOS RD,,S PECOS RD,2021-10-13T00:00:00.000,1832,LAS VEGAS,CLARK,CLARK,671005.840699999,3994388.73039999
