CrashNum,Street1,Street1Other,Street1Located,Street2,Street2Other,Street2Located,CrashDate,CrashTime,City,County,CountyLocated,X,Y
RPD23-6918,NORTH HILLS BLVD,,NORTH HILLS BLVD,E GOLDEN VALLEY RD,,E GOLDEN VALLEY RD,2023-04-19T00:00:00.000,1415,RENO,WASHOE,WASHOE,256127.4965,4387664.583
LVM190700007066,S BRUCE ST,,S BRUCE ST,E CHARLESTON BLVD,,E CHARLESTON BLVD,2019-07-02T00:00:00.000,1002,LAS VEGAS,CLARK,CLARK,668657.225499999,4003199.6732
CCSO21-7927,N STEWART ST,,N STEWART ST,E ROBINSON ST,,E ROBINSON ST,2021-12-03T00:00:00.000,1835,CARSON CITY,CARSON CITY,CARSON CITY,261167.4269,4338966.4383
LVM211100036560,W CRAIG RD,,W CRAIG RD,OTHER,RAINBOW,OTHER,2021-11-09T00:00:00.000,1701,LAS VEGAS,CLARK,CLARK,658062.329499999,4012036.0504
NHP220101574,SR372,,SR372,PAHRUMP VALLEY BLVD,,PAHRUMP VALLEY BLVD,2022-01-24T00:00:00.000,1546,PAHRUMP,NYE,NYE,590697.803999999,4007325.48139999
LVM201000002136,S EASTERN AVE,,S EASTERN AVE,E VIKING RD,,E VIKING RD,2020-10-05T00:00:00.000,1727,,CLARK,CLARK,669282.0953,3998723.22729999
HP22-19242,SR582S,,BOULDER HWY SB,S MAJOR AVE,,S MAJOR AVE,2022-10-02T00:00:00.000,1908,HENDERSON,CLARK,CLARK,682822.720999999,3989118.1248
SPPD21-2410,4TH ST,,4TH ST,YORK WY,,YORK WY,2021-03-25T00:00:00.000,2031,SPARKS,WASHOE,WASHOE,263858.485299999,4381729.69649999
NLPD2211030021073,LAS VEGAS BLVD,,LAS VEGAS BLVD,WILLIAMS AVE,,WILLIAMS AVE,2022-11-03T00:00:00.000,1540,NORTH LAS VEGAS,CLARK,CLARK,,
CCSO19-5982,E WILLIAM ST,,E WILLIAM ST,N SALIMAN RD,,N SALIMAN RD,2019-09-04T00:00:00.000,1730,CARSON CITY,CARSON CITY,CARSON CITY,260985.951299999,4339334.84129999
LVM210200097252,N MOJAVE RD,,N MOJAVE RD,STEWART AVE,,STEWART AVE,2021-02-22T00:00:00.000,1012,LAS VEGAS,CLARK,CLARK,670400.262099999,4003864.0598
LVM210300018339,BLUE DIAMOND RD,,BLUE DIAMOND RD,ARVILLE ST,,ARVILLE ST,2021-03-04T00:00:00.000,1846,LAS VEGAS,CLARK,CLARK,662243.0482,3989495.17439999
LVM201000005933,S RAINBOW BLVD,,S RAINBOW BLVD,W WIGWAM AVE,,W WIGWAM AVE,2020-10-02T00:00:00.000,706,,CLARK,CLARK,658256.1621,3989133.0007
LVM231100010044,E WARM SPRINGS RD,,WARM SPRINGS RD,OTHER,S LAS VEGAS BLVD,S LAS VEGAS BLVD,2023-11-03T00:00:00.000,1846,LAS VEGAS,CLARK,CLARK,664678.415599999,3991807.74489999
BCPD19BC0757,US93 S,,US93 S,NEVADA WAY,,NEVADA WAY,2019-06-20T00:00:00.000,855,BOULDER CITY,,,695482.9148,3984943.5817
LVM210100131146,W SAHARA AVE,,W SAHARA AVE,S FORT APACHE RD,,S FORT APACHE RD,2021-01-29T00:00:00.000,1730,LAS VEGAS,CLARK,CLARK,653151.9725,4001307.87329999
LVM201100095710,S DURANGO DR,,S DURANGO DR,W FLAMINGO RD,,W FLAMINGO RD,2020-11-22T00:00:00.000,2125,,CLARK,CLARK,654885.908599999,3998337.9406
LVM221200074660,VIA MIRABEL ST,,VIA MIRABEL ST,LAKE MEAD BLVD,,SR147E,2022-12-19T00:00:00.000,1433,LAS VEGAS,CLARK,CLARK,671333.9791,4007338.9056
LVM211000036981,PARADISE RD,,PARADISE RD,E SAHARA AVE,,E SAHARA AVE,2021-10-09T00:00:00.000,1505,LAS VEGAS,CLARK,CLARK,666014.0279,4001461.56039999
RPD19-24062,S VIRGINIA ST,,S VIRGINIA ST,E PECKHAM LN,,E PECKHAM LN,2019-12-03T00:00:00.000,1717,RENO,WASHOE,WASHOE,259567.8151,4374954.07239999
LVM211100054964,FRO AVE,,FRO AVE,MARION DR,,MARION DR,2021-11-13T00:00:00.000,2139,LAS VEGAS,CLARK,CLARK,673479.7055,4003916.18569999
LYSO20LY00137,US50,,US50,APACHE DR,,APACHE DR,2020-01-11T00:00:00.000,1840,,LYON,LYON,295384.315,4359553.2027
RPD21-16727,KIETZKE LN,,KIETZKE LN,E PLUMB LN,,E PLUMB LN,2021-09-08T00:00:00.000,1344,RENO,WASHOE,WASHOE,260196.9219,4376631.5
BCPD22BC1038,FAIRWAY DR,,FAIRWAY DR,SANDRA DR,,SANDRA DR,2022-09-25T00:00:00.000,1923,BOULDER CITY,CLARK,CLARK,694853.097099999,3981544.5961
LVM210200030906,N WALNUT RD,,N WALNUT RD,E LAKE MEAD BLVD,,E LAKE MEAD BLVD,2021-02-07T00:00:00.000,2105,,CLARK,CLARK,671800.6556,4007347.48719999
HP19-07529,S TEXAS AVE,,S TEXAS AVE,E ATLANTIC AVE,,E ATLANTIC AVE,2019-04-03T00:00:00.000,2309,HENDERSON,CLARK,CLARK,681855.981399999,3989429.2243
HP19-22489,LA MESA DR,,LA MESA DR,HIGH VISTA DR,,HIGH VISTA DR,2019-10-09T00:00:00.000,1600,HENDERSON,CLARK,CLARK,673291.718399999,3993080.01259999
LVM230700042231,N NELLIS BLVD,,NELLIS BLVD,OTHER,E WASHINGTON AVE,E WASHINGTON AVE,2023-07-10T00:00:00.000,212,LAS VEGAS,CLARK,CLARK,674261.4736,4005767.2999
LVM190800014124,ESCONDIDO ST,,ESCONDIDO ST,E RENO AVE,,E RENO AVE,2019-08-04T00:00:00.000,2237,LAS VEGAS,CLARK,CLARK,667929.869699999,3996121.7694
HP23-16821,PASEO VERDE PKWY,,PASEO VERDE PKWY,S ARROYO GRANDE BLVD,,S ARROYO GRANDE BLVD,2023-08-28T00:00:00.000,618,HENDERSON,CLARK,CLARK,675161.7005,3988607.72949999
LVM190500003139,PEBBLE RD,,PEBBLE RD,OTHER,LAS VEGAS BLVD,OTHER,2019-05-01T00:00:00.000,1607,LAS VEGAS,CLARK,CLARK,664702.5135,3988637.9679
RPD21-10110,LAKESIDE DR,,LAKESIDE DR,W PLUMB LN,,W PLUMB LN,2021-06-08T00:00:00.000,1735,RENO,WASHOE,WASHOE,258638.273199999,4376652.4524
RPD20-14623,N VIRGINIA ST,,N VIRGINIA ST,TALUS WAY,,TALUS WAY,2020-08-20T00:00:00.000,2025,RENO,WASHOE,WASHOE,257198.144999999,4382972.9383
SPPD22-5502,VICTORIAN AVE,,VICTORIAN AVE,22ND ST,,22ND ST,2022-07-13T00:00:00.000,1646,SPARKS,WASHOE,WASHOE,261652.180499999,4379851.55519999
LVM190400041767,W WASHINGTON AVE,,W WASHINGTON AVE,TWIN LAKES DR,,TWIN LAKES DR,2019-04-09T00:00:00.000,1055,LAS VEGAS,CLARK,CLARK,662945.541299999,4005571.3022
LVM201000010176,S SLOAN LN,,S SLOAN LN,E SAHARA AVE,,E SAHARA AVE,2020-10-03T00:00:00.000,331,,CLARK,CLARK,675683.865299999,4001747.88399999
LVM210400064023,S LAS VEGAS BLVD,,S LAS VEGAS BLVD,E WIGWAM AVE,,E WIGWAM AVE,2021-04-14T00:00:00.000,2353,LAS VEGAS,CLARK,CLARK,664654.269399999,3989582.34349999
LVM190400002977,BROADBENT BLVD,,BROADBENT BLVD,CHERRY ST,,CHERRY ST,2019-04-01T00:00:00.000,1548,LAS VEGAS,CLARK,CLARK,677436.384899999,3996558.46959999
RPD21-5841,E 7TH ST,,E 7TH ST,LAKE ST,,LAKE ST,2021-04-05T00:00:00.000,2035,RENO,WASHOE,WASHOE,258286.682599999,4379850.1971
HP22-10023,WIGWAM ST,,WIGWAM ST,N STEPHANIE ST,,N STEPHANIE ST,2022-05-23T00:00:00.000,1230,HENDERSON,CLARK,CLARK,,
LVM230800090425,E HARMON AVE,,E HARMON AVE,PARADISE RD,,PARADISE RD,2023-08-26T00:00:00.000,443,LAS VEGAS,CLARK,CLARK,665961.8687,3997503.23149999
LVM230700008498,S UNIVERSITY CENTER DR,,E TWAIN AVE,E TWAIN AVE,,S UNIVERSITY CENTER DR,2023-07-02T00:00:00.000,2112,LAS VEGAS,CLARK,CLARK,666922.0679,3999071.1664
LVM211000028970,E FLAMINGO RD,,E FLAMINGO RD,S MARYLAND PKWY,S MARYLAND PKWY,S MARYLAND PKWY,2021-10-07T00:00:00.000,1823,LAS VEGAS,CLARK,CLARK,667596.990199999,3998250.0481
LVM201100108614,E TROPICANA AVE,,E TROPICANA AVE,S PECOS RD,,S PECOS RD,2020-11-25T00:00:00.000,1743,,CLARK,CLARK,670940.174499999,3996714.3388
LVM220600049020,KAREN AVE,,KAREN AVE,S MARYLAND PKWY,,S MARYLAND PKWY,2022-06-13T00:00:00.000,1517,LAS VEGAS,CLARK,CLARK,667801.5394,4001177.0522
LVM190100145377,IRON CROW AVE,,IRON CROW AVE,S EL CAPITAN WAY,,S EL CAPITAN WAY,2019-01-31T00:00:00.000,1526,LAS VEGAS,CLARK,CLARK,654079.9806,3997718.458
LVM190100025400,E DESERT INN RD,,E DESERT INN RD,BOULDER HWY,,BOULDER HWY,2019-01-06T00:00:00.000,28,LAS VEGAS,CLARK,CLARK,672407.5125,4000072.9002
LVM220600073017,N CASINO CENTER BLVD,,N CASINO CENTER BLVD,STEWART AVE,,STEWART AVE,2022-06-19T00:00:00.000,1004,LAS VEGAS,CLARK,CLARK,667051.647099999,4004739.5105
LVM220700108380,E SAHARA AVE,,E SAHARA AVE,ATLANTIC ST,,ATLANTIC ST,2022-07-28T00:00:00.000,2332,LAS VEGAS,CLARK,CLARK,669645.957799999,4001604.89509999
LVM210500043597,N RAINBOW BLVD,,SR595,OTHER,RAINBOW RIDGE PLAZA,SILVERSTREAM AVE,2021-05-10T00:00:00.000,753,LAS VEGAS,CLARK,CLARK,658067.502299999,4005221.78419999
LVM210800036701,E FLAMINGO RD,,E FLAMINGO RD,S LAS VEGAS BLVD,,S LAS VEGAS BLVD,2021-08-09T00:00:00.000,1701,LAS VEGAS,CLARK,CLARK,664660.4548,3998213.67329999
LVM220200110386,E FLAMINGO RD,,E FLAMINGO RD,KOVAL LN,,KOVAL LN,2022-02-27T00:00:00.000,20,LAS VEGAS,CLARK,CLARK,665243.874599999,3998199.7214
NHP220301435,OTHER,US95 S/SUMMERLIN PARKWAY WB RAMP,US95S TO SUMMERLIN PKWY WB INT81A,OTHER,SUMMERLIN PARKWAY,SR613W,2022-03-20T00:00:00.000,2000,LAS VEGAS,CLARK,CLARK,657393.398599999,4005150.10539999
WASO19-50,W 2ND ST,,W 2ND ST,N SIERRA ST,,N SIERRA ST,2019-01-03T00:00:00.000,1227,RENO,WASHOE,WASHOE,258078.547299999,4379007.7309
LVM200800134771,S DECATUR BLVD,,S DECATUR BLVD,W SAHARA AVE,,W SAHARA AVE,2020-08-31T00:00:00.000,1413,,CLARK,CLARK,661211.993499999,4001359.89839999
LVM190200035047,N BUFFALO DR,,N BUFFALO DR,W WASHINGTON AVE,,W WASHINGTON AVE,2019-02-08T00:00:00.000,1531,LAS VEGAS,CLARK,CLARK,656476.111999999,4005466.84909999
LVM201200135638,E HARMON AVE,,E HARMON AVE,PARADISE RD,,PARADISE RD,2020-12-31T00:00:00.000,2344,LAS VEGAS,CLARK,CLARK,665854.7805,3997501.22189999
LVM220100065669,S LAS VEGAS BLVD,,S LAS VEGAS BLVD,W WYOMING AVE,,W WYOMING AVE,2022-01-17T00:00:00.000,948,LAS VEGAS,CLARK,CLARK,666236.408099999,4002486.68019999
NLPD2308300017401,E LAKE MEAD PKWY,,E LAKE MEAD PKWY,BRUCE ST,,BRUCE ST,2023-08-29T17:00:00.000,2015,NORTH LAS VEGAS,CLARK,CLARK,,
NLPD1902090002905,N LAS VEGAS BLVD,,N LAS VEGAS BLVD,CIVIC CENTER DR,,CIVIC CENTER DR,2019-02-09T00:00:00.000,1806,NORTH LAS VEGAS,CLARK,CLARK,669004.217299999,4007984.10799999
LVM221100002316,HAWKEN DR,,HAWKEN DR,FITZPATRICK DR,,FITZPATRICK DR,2022-11-01T00:00:00.000,1551,LAS VEGAS,CLARK,CLARK,671683.3727,4009341.52569999
LVM190900063031,BERMUDA RD,,BERMUDA RD,E WINDMILL LN,,E WINDMILL LN,2019-09-13T00:00:00.000,2147,LAS VEGAS,CLARK,CLARK,666260.008799999,3990213.53309999
LVM200800129114,N LAS VEGAS BLVD,,N LAS VEGAS BLVD,E MCWILLIAMS AVE,,E MCWILLIAMS AVE,2020-08-30T00:00:00.000,527,LAS VEGAS,CLARK,CLARK,667633.677199999,4005146.50489999
LVM220500049066,N DECATUR BLVD,,N DECATUR BLVD,W WASHINGTON AVE,,W WASHINGTON AVE,2022-05-12T00:00:00.000,1840,LAS VEGAS,CLARK,CLARK,661325.583999999,4005397.66349999
LVM211100019485,S DECATUR BLVD,,S DECATUR BLVD,DOE AVE,,DOE AVE,2021-11-05T00:00:00.000,1450,LAS VEGAS,CLARK,CLARK,661207.2279,4002430.6775
LVM210500033976,FREMONT ST,,SR582N,E OAKEY BLVD,,E OAKEY BLVD,2021-05-08T00:00:00.000,305,LAS VEGAS,CLARK,CLARK,670174.5617,4002463.3682
LVM230700034806,S MARYLAND PKWY,,S MARYLAND PKWY,E RENO AVE,,E RENO AVE,2023-07-08T00:00:00.000,1328,LAS VEGAS,CLARK,CLARK,667721.8864,3996348.4867
NHP211100429,IR15 N,,IR15 N,OTHER,PRIMM BOULEVARD OFF RAMP,OTHER,2021-11-05T00:00:00.000,2046,,CLARK,CLARK,645786.457399999,3941734.27539999
LVM221000055155,CHARLESTON BLVD,,CHARLESTON BLVD,OTHER,MERIALDO,MERIALDO LN,2022-10-14T00:00:00.000,2056,LAS VEGAS,CLARK,CLARK,654286.4461,4002955.1464
LVM221200021256,N RAINBOW BLVD,,N RAINBOW BLVD,W LONE MOUNTAIN RD,,W LONE MOUNTAIN RD,2022-12-06T00:00:00.000,931,LAS VEGAS,CLARK,CLARK,657941.195,4012872.9852
LVM210200039195,W WARM SPRINGS RD,,W WARM SPRINGS RD,S DURANGO DR,,S DURANGO DR,2021-02-09T00:00:00.000,1822,LAS VEGAS,CLARK,CLARK,654957.311099999,3991476.1369
LVM210400079992,S NELLIS BLVD,,S NELLIS BLVD,WELTER AVE,,WELTER AVE,2021-04-18T00:00:00.000,1403,LAS VEGAS,CLARK,CLARK,674046.2609,4001846.91499999
SPPD19-1845,VISTA BL,,VISTA BL,BRIERLEY WY,,BRIERLEY WY,2019-02-28T00:00:00.000,1235,SPARKS,WASHOE,WASHOE,267858.0935,4378877.05939999
LVM190800070803,E FLAMINGO RD,,E FLAMINGO RD,PARADISE RD,,PARADISE RD,2019-08-14T00:00:00.000,2042,LAS VEGAS,CLARK,CLARK,666144.7368,3998206.25
LVM210900052501,S DECATUR BLVD,,S DECATUR BLVD,W UNIVERSITY AVE,,W UNIVERSITY AVE,2021-09-12T00:00:00.000,2145,LAS VEGAS,CLARK,CLARK,661294.8447,3997632.1545
LVM230600116008,S DECATUR BLVD,,S DECATUR BLVD,W SAHARA AVE,,W SAHARA AVE,2023-06-25T00:00:00.000,1443,LAS VEGAS,CLARK,CLARK,661210.243999999,4001439.1544
HP23-07834,MAGNESIUM ST,,MAGNESIUM ST,W ATLANTIC AVE,,W ATLANTIC AVE,2023-04-27T00:00:00.000,1400,HENDERSON,CLARK,CLARK,681012.370299999,3989509.31959999
LVM221100085061,W LAKE MEAD BLVD,,W LAKE MEAD BLVD,HALLSTON ST,,HALLSTON ST,2022-11-23T00:00:00.000,325,LAS VEGAS,CLARK,CLARK,650616.7493,4007991.8123
NLPD2106160010098,SIMMONS ST,,SIMMONS ST,W LAKE MEAD BLVD,,W LAKE MEAD BLVD,2021-06-16T00:00:00.000,720,NORTH LAS VEGAS,CLARK,CLARK,663734.9384,4007386.02019999
LVM191000140614,STEWART AVE,,STEWART AVE,N BRUCE ST,,N BRUCE ST,2019-10-30T00:00:00.000,819,LAS VEGAS,CLARK,CLARK,668635.546699999,4004039.78099999
NHP220400109,OTHER,US95,OTHER,OTHER,SR147 SB ON RAMP,OTHER,2022-04-02T00:00:00.000,1038,LAS VEGAS,CLARK,CLARK,,
LVM230400087627,LAS VEGAS BLVD,LAS VEGAS BLVD,SR604N,N WALNUT RD,WALNUT RD,N WALNUT RD,2023-04-19T00:00:00.000,2309,LAS VEGAS,CLARK,CLARK,672124.429299999,4010334.4173
LVM190900045153,PAIUTE DR,,PAIUTE DR,N MAIN ST,,N MAIN ST,2019-09-10T00:00:00.000,654,LAS VEGAS,CLARK,CLARK,667450.7492,4006051.7869
LVM221100078624,OTHER,N RANCHO DR,OTHER,OTHER,N DECATUR BLVD,OTHER,2022-11-21T00:00:00.000,1515,LAS VEGAS,CLARK,CLARK,661320.969999999,4008723.72839999
NHP230101685,US95N TO DECATUR BLVD INT79,,US95N TO DECATUR BLVD INT79,DECATUR BLVD,,DECATUR BLVD,2023-01-20T00:00:00.000,1352,LAS VEGAS,CLARK,CLARK,661346.5625,4004727.25
LVM211100029010,W TROPICANA AVE,,W TROPICANA AVE,DUNEVILLE ST,,DUNEVILLE ST,2021-11-07T00:00:00.000,2201,LAS VEGAS,CLARK,CLARK,660159.809399999,3996519.09019999
LVM190500025346,W TROPICANA AVE,,W TROPICANA AVE,RED ROCK ST,,RED ROCK ST,2019-05-06T00:00:00.000,610,LAS VEGAS,CLARK,CLARK,659967.6748,3996501.72509999
LVM210500142587,S LAS VEGAS BLVD,,S LAS VEGAS BLVD,W SERENE AVE,,W SERENE AVE,2021-05-30T00:00:00.000,2146,LAS VEGAS,CLARK,CLARK,664687.9671,3987830.17329999
DCSO22SO11824,KITTYHAWK AVE,,KITTYHAWK AVE,ELGES AVE,,ELGES AVE,2022-05-10T00:00:00.000,1510,GARDNERVILLE,DOUGLAS,DOUGLAS,263122.5787,4313543.6095
NLPD2006130009633,W CHEYENNE AVE,,W CHEYENNE AVE,SIMMONS ST,,SIMMONS ST,2020-06-13T00:00:00.000,2345,NORTH LAS VEGAS,CLARK,CLARK,663638.290199999,4009621.17549999
NHP190301769,SR160,,SR160,OTHER,IR15 N/B OFF RAMP,OTHER,2019-03-23T00:00:00.000,1254,RENO,CLARK,CLARK,663960.074199999,3990304.14839999
RPD20-19432,SILVERADA BLVD,,SILVERADA BLVD,FANTASTIC DR,,FANTASTIC DR,2020-10-31T00:00:00.000,1515,RENO,WASHOE,WASHOE,260897.0082,4381238.55639999
LVM231100099122,S MARYLAND PKWY,,S MARYLAND PKWY,CENTURY GARDEN DR,,CENTURY GARDEN DR,2023-11-28T00:00:00.000,1551,LAS VEGAS,CLARK,CLARK,667726.4137,3996168.57579999
RPD22-101308,EVANS AVE,,EVANS AVE,ENTERPRISE RD,,ENTERPRISE RD,2022-02-10T00:00:00.000,1500,RENO,WASHOE,WASHOE,258412.8113,4381622.2158
NLPD2108180014107,CAMINO AL NORTE,,CAMINO AL NORTE,W CRAIG RD,,W CRAIG RD,2021-08-18T00:00:00.000,959,NORTH LAS VEGAS,CLARK,CLARK,665164.696,4012208.6596
NLPD22052600009697,E OWENS AVE,,E OWENS AVE,N LAS VEGAS BLVD,,N LAS VEGAS BLVD,2022-05-26T00:00:00.000,2140,NORTH LAS VEGAS,CLARK,CLARK,667783.7631,4006462.6499
LVM190100019000,N DECATUR BLVD,,N DECATUR BLVD,W WASHINGTON AVE,,W WASHINGTON AVE,2019-01-04T00:00:00.000,1611,LAS VEGAS,CLARK,CLARK,661322.378899999,4005507.7061
LVM200300035462,S LAS VEGAS BLVD,,S LAS VEGAS BLVD,SIRENS COVE BLVD,,SIRENS COVE BLVD,2020-03-08T00:00:00.000,1839,LAS VEGAS,CLARK,CLARK,664555.050499999,3999045.2211
SPPD22-9751,E PRATER WAY WB,,E PRATER WAY WB,MARIAN WAY,,MARIAN WAY,2022-12-11T00:00:00.000,1210,SPARKS,WASHOE,WASHOE,,
LVM211000129528,S EASTERN AVE,,S EASTERN AVE,OTHER,FLAMINGO,OTHER,2021-10-30T00:00:00.000,1935,LAS VEGAS,CLARK,CLARK,669525.2867,3989158.04849999
LVM190700043336,N EASTERN AVE,,N EASTERN AVE,E WASHINGTON AVE,,E WASHINGTON AVE,2019-07-09T00:00:00.000,1045,LAS VEGAS,CLARK,CLARK,669416.3925,4005538.39289999
LVM200200119516,N LAMB BLVD,,N LAMB BLVD,STEWART AVE,,STEWART AVE,2020-02-25T00:00:00.000,846,LAS VEGAS,CLARK,CLARK,672648.419099999,4004047.74789999
LVM220300085026,E WASHINGTON ST,,A ST,OTHER,A ST,SR578,2022-03-21T00:00:00.000,438,LAS VEGAS,CLARK,CLARK,666973.395399999,4006099.6061
LVM191200032108,MAPLE AVE,,MAPLE AVE,S MOJAVE RD,,S MOJAVE RD,2019-12-07T00:00:00.000,1600,LAS VEGAS,CLARK,CLARK,670420.639499999,4003088.96309999
LVM191000135128,W FORD AVE,,W FORD AVE,S CHIEFTAIN ST,,S CHIEFTAIN ST,2019-10-29T00:00:00.000,620,LAS VEGAS,CLARK,CLARK,653179.995299999,3988606.73579999
LVM231200090801,E TROPICANA AVE,,SR593,OTHER,S PECOS,S PECOS RD,2023-12-27T00:00:00.000,2112,LAS VEGAS,CLARK,CLARK,670799.404699999,3996711.0
LVM230500049478,S LAS VEGAS BLVD,,S LAS VEGAS BLVD,OTHER,MGM RD,RUE DE MONTE CARLO,2023-05-10T00:00:00.000,2226,LAS VEGAS,CLARK,CLARK,664459.0378,3997026.39169999
RPD23-4835,E GROVE ST,,WRONDEL WAY,WRONDEL WAY,,E GROVE ST,2023-03-17T00:00:00.000,2135,RENO,WASHOE,WASHOE,259563.735,4376099.2936
CLSD23050808,S CIMARRON RD,,S CIMARRON RD,W ROBINDALE RD,,W ROBINDALE RD,2023-03-04T00:00:00.000,645,LAS VEGAS,CLARK,CLARK,655824.213499999,3990684.4395
LVM191000095707,E CHARLESTON BLVD,,E CHARLESTON BLVD,S MARYLAND PKWY,,S MARYLAND PKWY,2019-10-20T00:00:00.000,2106,LAS VEGAS,CLARK,CLARK,667586.830199999,4003181.54099999
NLPD1904040007025,N LAS VEGAS BLVD,,N LAS VEGAS BLVD,VAN DER MEER ST,,VAN DER MEER ST,2019-04-04T00:00:00.000,1924,NORTH LAS VEGAS,CLARK,CLARK,670403.557199999,4009037.4242
NLPD1910180021094,E LAKE MEAD BLVD,,E LAKE MEAD BLVD,N BRUCE ST,,N BRUCE ST,2019-10-18T00:00:00.000,1845,NORTH LAS VEGAS,CLARK,CLARK,668570.693599999,4007291.23069999
LVM221000039355,S RANCHO DR,,SR599S,OTHER,ERNEST MAY LN,ERNEST MAY LN,2022-10-10T00:00:00.000,1909,LAS VEGAS,CLARK,CLARK,663864.3442,4005383.64049999
NHP210301149,OTHER,US95 NB,OTHER,OTHER,MILE MARKER 57 NYE,OTHER,2021-03-17T00:00:00.000,2138,,NYE,NYE,521794.547699999,4080336.54499999
RPD22-6735,E PLUMB LN,,PLUMB LN,HARVARD WAY,,HARVARD WAY,2022-04-10T00:00:00.000,1022,RENO,WASHOE,WASHOE,260403.3907,4376625.5
RPD21-23143,S VIRGINIA ST,,S VIRGINIA ST,PEPPERMILL LN,,PEPPERMILL LN,2021-12-09T00:00:00.000,219,RENO,WASHOE,WASHOE,259250.662399999,4375880.5164
HP20-18464,E HORIZON DR,,E HORIZON DR,COLLEGE DR,,COLLEGE DR,2020-10-19T00:00:00.000,1956,HENDERSON,CLARK,CLARK,683399.9192,3987266.5225
NHP230501511,IR15N,,IR15N,SPEEDWAY BLVD,,SPEEDWAY BLVD,2023-05-22T00:00:00.000,338,LAS VEGAS,CLARK,CLARK,677147.765399999,4017020.7091
LVM191200056088,S MARYLAND PKWY,,S MARYLAND PKWY,E TROPICANA AVE,,E TROPICANA AVE,2019-12-12T00:00:00.000,1653,LAS VEGAS,CLARK,CLARK,667711.689299999,3996753.2999
LVM200200114683,SPRING MOUNTAIN RD,,SPRING MOUNTAIN RD,ARVILLE ST,,ARVILLE ST,2020-02-24T00:00:00.000,921,LAS VEGAS,CLARK,CLARK,662056.346499999,3999462.56
RPD23-21296,E PLUMB LN,,SR653,MATLEY LN,,MATLEY LN,2023-11-18T16:00:00.000,904,RENO,WASHOE,WASHOE,260906.781299999,4376615.0
LVM191000114707,N LAS VEGAS BLVD,,N LAS VEGAS BLVD,N LAMB BLVD,,N LAMB BLVD,2019-10-24T00:00:00.000,1803,LAS VEGAS,CLARK,CLARK,,
HP21-02651,ST ALBANS DR,,ST ALBANS DR,NEWPORT DR,,NEWPORT DR,2021-02-12T00:00:00.000,1455,HENDERSON,CLARK,CLARK,683605.8539,3988895.88059999
NHP210101248,US95,,US95,OTHER,SR374,OTHER,2021-01-20T00:00:00.000,1805,,NYE,NYE,521443.5,4084739.0
NLPD2308240016971,LAS VEGAS BLVD,,LAS VEGAS BLVD,WILLIAMS AVE,,WILLIAMS AVE,2023-08-24T00:00:00.000,2015,NORTH LAS VEGAS,CLARK,CLARK,668107.178399999,4007155.4721
LVM220600045825,S FORT APACHE RD,,S FORT APACHE RD,W MARTIN AVE,,W MARTIN AVE,2022-06-12T00:00:00.000,2025,LAS VEGAS,CLARK,CLARK,653301.3945,3992697.1457
LVM221200003207,N LAS VEGAS BLVD,,N LAS VEGAS BLVD,WASHINGTON AVE,,WASHINGTON AVE,2022-12-01T00:00:00.000,1804,LAS VEGAS,CLARK,CLARK,667795.7328,4005731.6497
RPD22-6066,E 4TH ST,,E 4TH ST,EVANS AVE,,EVANS AVE,2022-03-31T00:00:00.000,1755,RENO,WASHOE,WASHOE,258490.674899999,4379445.15049999
LVM230800017833,E HARMON AVE,,E HARMON AVE,KOVAL LN,,KOVAL LN,2023-08-05T00:00:00.000,1527,LAS VEGAS,CLARK,CLARK,665427.167,3997493.72269999
RPD22-21010,N VIRGINIA ST,,N VIRGINIA ST,E 15TH ST,,E 15TH ST,2022-11-09T00:00:00.000,900,RENO,WASHOE,WASHOE,257838.189199999,4380881.46829999
NLPD2207180013272,N BRUCE ST,,N BRUCE ST,E LAKE MEAD BLVD,,E LAKE MEAD BLVD,2022-07-18T00:00:00.000,1427,NORTH LAS VEGAS,CLARK,CLARK,668569.1697,4007291.1936
RPD22-21018,W 5TH ST,,W 5TH ST,KEYSTONE AVE,,KEYSTONE AVE,2022-11-09T00:00:00.000,1557,RENO,WASHOE,WASHOE,256949.643199999,4379272.1467
NHP190801105,OTHER,IR15 SB CD,OTHER,OTHER,RUSSELL RD,OTHER,2019-08-14T00:00:00.000,331,RENO,CLARK,CLARK,663773.7807,3994305.36649999
LVM191100020180,SUNNY SPRINGS LN,,SUNNY SPRINGS LN,N BUFFALO DR,,N BUFFALO DR,2019-11-05T00:00:00.000,702,LAS VEGAS,CLARK,CLARK,656232.2603,4018142.14299999
RPD19-16869,ODDIE BLVD,,ODDIE BLVD,MONTELLO ST,,MONTELLO ST,2019-08-23T00:00:00.000,1451,RENO,WASHOE,WASHOE,259833.781399999,4381031.75929999
LVM210800022431,N DECATUR BLVD,,N DECATUR BLVD,VEGAS DR,,VEGAS DR,2021-08-06T00:00:00.000,1007,LAS VEGAS,CLARK,CLARK,661300.9341,4006258.57609999
LVM210400007020,W WASHINGTON AVE,,W WASHINGTON AVE,RANCHO DR S,,RANCHO DR S,2021-04-02T00:00:00.000,1531,LAS VEGAS,CLARK,CLARK,663826.474499999,4005569.5098
LVM191200013839,OTHER,CACTUS AVE,OTHER,OTHER,TAMARUS ST,OTHER,2019-12-03T00:00:00.000,1922,LAS VEGAS,CLARK,CLARK,668332.0877,3985450.7201
