CrashNum,Street1,Street1Other,Street1Located,Street2,Street2Other,Street2Located,CrashDate,CrashTime,City,County,CountyLocated,X,Y
NLPD2209270018449,LAKE MEAD BLVD,,LAKE MEAD BLVD,N LAS VEGAS BLVD,,N LAS VEGAS BLVD,2022-09-27T00:00:00.000,2322,NORTH LAS VEGAS,CLARK,CLARK,668187.7103,4007285.0241
NHP200101791,US50,,US50,OTHER,LAKE PARKWAY,OTHER,2020-01-24T00:00:00.000,2125,,DOUGLAS,DOUGLAS,245116.8057,4316450.6927
LVM190100008759,S LAMB BLVD,,S LAMB BLVD,E CHARLESTON BLVD,,E CHARLESTON BLVD,2019-01-02T00:00:00.000,1508,LAS VEGAS,CLARK,CLARK,672689.807,4003281.56369999
HP22-02951,BOULDER HWY N,,BROADBENT BLVD,BROADBENT BLVD,,BOULDER HWY NB,2022-02-14T00:00:00.000,2233,HENDERSON,CLARK,CLARK,678203.226099999,3994286.3714
LVM190600086756,N RAINBOW BLVD,,N RAINBOW BLVD,PEAK DR,,PEAK DR,2019-06-18T00:00:00.000,2041,LAS VEGAS,CLARK,CLARK,658004.6155,4008763.09679999
RPD23-23792,VINE ST,,VINE ST,W 4TH ST,,W 4TH ST,2023-12-27T00:00:00.000,1859,RENO,WASHOE,WASHOE,257155.506,4379158.4107
LVM211200121642,W TROPICANA AVE,,W TROPICANA AVE,S TEE PEE LN,,S TEE PEE LN,2021-12-30T00:00:00.000,1559,LAS VEGAS,CLARK,CLARK,652831.580799999,3996384.0438
LVM201200075035,W TROPICANA AVE,,W TROPICANA AVE,S DURANGO DR,,S DURANGO DR,2020-12-18T00:00:00.000,458,LAS VEGAS,CLARK,CLARK,654882.991799999,3996416.41349999
ELPD2020-19057,5TH ST,,5TH ST,COURT ST,,COURT ST,2020-09-25T00:00:00.000,1351,ELKO,ELKO,ELKO,604215.0115,4520975.94339999
LVM200800095466,W CHARLESTON BLVD,W CHARLESTON,W CHARLESTON BLVD,VISTA CENTER DR,S VISTA CENTER DR,VISTA CENTER DR,2020-08-22T00:00:00.000,1748,,CLARK,CLARK,648759.896399999,4002845.6698
LVM190200105070,SPRING MOUNTAIN RD,,SPRING MOUNTAIN RD,SPRING VISTAS DR,,SPRING VISTAS DR,2019-02-23T00:00:00.000,1822,LAS VEGAS,CLARK,CLARK,656268.959599999,3999271.40699999
LVM230400013824,S EASTERN AVE,,S EASTERN AVE,E ST LOUIS AVE,,E ST LOUIS AVE,2023-04-04T00:00:00.000,704,LAS VEGAS,CLARK,CLARK,669239.018099999,4002024.08789999
SPPD22-3778,GALLERIA PKWY,,GALLERIA PKWY,DISC DR,,DISC DR,2022-05-14T00:00:00.000,1158,SPARKS,WASHOE,WASHOE,264635.251699999,4384419.7357
LVM210700079645,E LAKE MEAD BLVD,,E LAKE MEAD BLVD,N WALNUT RD,,N WALNUT RD,2021-07-17T00:00:00.000,2112,LAS VEGAS,CLARK,CLARK,671800.707499999,4007346.87959999
LVM220600068794,S DECATUR BLVD,,S DECATUR BLVD,OTHER,W PENNWOOD,PENNWOOD AVE,2022-06-18T00:00:00.000,903,LAS VEGAS,CLARK,CLARK,661227.504599999,4000661.3561
RPD22-22414,HUNTER LAKE DR,,HUNTER LAKE DR,W PLUMB LN,,W PLUMB LN,2022-12-03T00:00:00.000,939,RENO,WASHOE,WASHOE,256178.316499999,4376660.2038
LVM210400024094,E SAHARA AVE,,E SAHARA AVE,S 6TH ST,,S 6TH ST,2021-04-06T00:00:00.000,1020,LAS VEGAS,CLARK,CLARK,666745.547299999,4001499.31259999
LVM190500030658,EL PARQUE AVE,,EL PARQUE AVE,S DECATUR BLVD,,S DECATUR BLVD,2019-05-07T00:00:00.000,827,LAS VEGAS,CLARK,CLARK,661196.1271,4002067.62199999
LVM210200022224,MOUNTAIN VISTA ST,,MOUNTAIN VISTA ST,E HACIENDA AVE,,E HACIENDA AVE,2021-02-05T00:00:00.000,2231,LAS VEGAS,CLARK,CLARK,673470.6617,3995933.1983
NLPD2003180005364,E CHEYENNE AVE,,E CHEYENNE AVE,CIVIC CENTER DR,,CIVIC CENTER DR,2020-03-18T00:00:00.000,2300,NORTH LAS VEGAS,CLARK,CLARK,668995.144799999,4009731.66449999
LVM221000045045,S MARTIN L KING BLVD,,S MARTIN L KING BLVD,US 95 SOUTH,,US 95 SOUTH,2022-10-12T00:00:00.000,702,LAS VEGAS,CLARK,CLARK,665408.273199999,4004683.16819999
LVM210500019651,S NELLIS BLVD,,S NELLIS BLVD,VEGAS VALLEY DR,,VEGAS VALLEY DR,2021-05-05T00:00:00.000,755,,CLARK,CLARK,674056.7306,4000873.1743
WASO22-5037,EAGLE CANYON DR,,EAGLE CANYON DR,GOLDENEYE PKWY,,GOLDENEYE PKWY,2022-09-27T00:00:00.000,750,SPARKS,WASHOE,WASHOE,265723.284699999,4392737.9747
LVM191200056312,S NELLIS BLVD,,S NELLIS BLVD,E DESERT INN RD,,E DESERT INN RD,2019-12-12T00:00:00.000,1743,LAS VEGAS,CLARK,CLARK,674089.222199999,4000074.12879999
SPPD19-10148,GLENDALE AV,,GLENDALE AV,S ROCK BL,,S ROCK BL,2019-11-13T00:00:00.000,1754,SPARKS,WASHOE,WASHOE,262092.802799999,4378988.7849
LVM200400027758,E RENO AVE,,E RENO AVE,S LAMB BLVD,,S LAMB BLVD,2020-04-06T00:00:00.000,1324,LAS VEGAS,CLARK,CLARK,672561.4478,3996367.5138
LVM190900142747,COVINGTON CROSS DR,,COVINGTON CROSS DR,N TOWN CENTER DR,,N TOWN CENTER DR,2019-09-30T00:00:00.000,723,LAS VEGAS,CLARK,CLARK,652007.974299999,4005546.7091
RPD19-10754,GENTRY WAY,,GENTRY WAY,S VIRGINIA ST,,S VIRGINIA ST,2019-06-06T00:00:00.000,957,RENO,WASHOE,WASHOE,259405.0218,4375419.47529999
LVM190700040463,N 28TH ST,,N 28TH ST,E BONANZA RD,,E BONANZA RD,2019-07-08T00:00:00.000,1930,LAS VEGAS,CLARK,CLARK,669822.723199999,4004784.6544
SPPD22-44,VICTORIAN AVE,,VICTORIAN AVE,ROCK BLVD,,ROCK BLVD,2022-01-02T00:00:00.000,1932,SPARKS,WASHOE,WASHOE,,
LVM190500024967,E CHEYENNE AVE,,E CHEYENNE AVE,N LAMB BLVD,,N LAMB BLVD,2019-05-06T00:00:00.000,252,LAS VEGAS,CLARK,CLARK,672479.696299999,4009802.7741
LVM220200073918,S MARYLAND PKWY,,S MARYLAND PKWY,E FLAMINGO RD,E FLAMINGO AVE,SR592,2022-02-18T00:00:00.000,1140,LAS VEGAS,CLARK,CLARK,667596.531,3998262.1093
LVM220200013566,PARADISE RD,,PARADISE RD,E HARMON AVE,,E HARMON AVE,2022-02-04T00:00:00.000,416,LAS VEGAS,CLARK,CLARK,666289.172799999,3997674.51879999
CLSD22082867,OTHER,,OTHER,TORINO & CANYON SADDLE,,TORINO & CANYON SADDLE,2022-08-12T00:00:00.000,1430,LAS VEGAS,CLARK,CLARK,,
LVM190100030767,W ALEXANDER RD,,W ALEXANDER RD,DRISCOLL MOUNTAIN ST,,DRISCOLL MOUNTAIN ST,2019-01-07T00:00:00.000,831,LAS VEGAS,CLARK,CLARK,650707.6353,4011068.7397
LVM200800045563,E CHARLESTON BLVD,,E CHARLESTON BLVD,N 28TH ST,,N 28TH ST,2020-08-11T00:00:00.000,1319,LAS VEGAS,CLARK,CLARK,669873.9873,4003216.9567
LVM210100017396,S 15TH ST,,S 15TH ST,FREMONT ST,,FREMONT ST,2021-01-04T00:00:00.000,1145,LAS VEGAS,CLARK,CLARK,668267.7597,4003798.4129
HP22-08870,BOULDER HWY N,,BOULDER HWY,N MAJOR AVE,,N MAJOR AVE,2022-05-06T00:00:00.000,2326,HENDERSON,CLARK,CLARK,682727.148,3989257.8508
NHP210501093,OTHER,US95 NORTHBOUND,IR515N,OTHER,US95/SR159 NB ON RAMP,SR159 TO IR515N INT72,2021-05-15T00:00:00.000,2055,,CLARK,CLARK,671461.0164,4003848.242
LVM201000017584,SPRING MOUNTAIN RD,,SPRING MOUNTAIN RD,S JONES BLVD,,S JONES BLVD,2020-10-04T00:00:00.000,2032,,CLARK,CLARK,659769.333399999,3999323.49589999
LVM210400136945,ESSEX WEST DR,,ESSEX WEST DR,ALPINE PL,,ALPINE PL,2021-04-30T00:00:00.000,1835,LAS VEGAS,CLARK,CLARK,661753.421299999,4003174.54419999
LVM231200015366,S CASINO CENTER BLVD,,S CASINO CENTER BLVD,E BRIDGER AVE,,E BRIDGER AVE,2023-12-05T00:00:00.000,1330,LAS VEGAS,CLARK,CLARK,666785.963,4004214.37729999
LVM200200011025,AMIGO ST,,AMIGO ST,ST ROSE PKWY,,ST ROSE PKWY,2020-02-03T00:00:00.000,935,LAS VEGAS,CLARK,CLARK,667566.821999999,3984224.58889999
NLPD2307160014315,N PECOS RD,,N PECOS RD,LAS VEGAS BLVD,,SR604N,2023-07-16T00:00:00.000,2315,NORTH LAS VEGAS,CLARK,CLARK,670921.6195,4009312.4572
NHP200101917,US50,,US50,OTHER,MILE MARKER 12 LYON,OTHER,2020-01-26T00:00:00.000,1944,,LYON,LYON,283320.2761,4353573.8823
LVM190900037174,S 4TH ST,,S 4TH ST,E CLARK AVE,,E CLARK AVE,2019-09-08T00:00:00.000,1441,LAS VEGAS,CLARK,CLARK,666857.4856,4003842.38609999
NHP210502045,SR443,,SR443,OTHER,2ND AVE,OTHER,2021-05-28T00:00:00.000,1542,,WASHOE,WASHOE,261215.0842,4385051.83599999
LVM230200057024,FAIRBANKS RD,,FAIRBANKS RD,CAROLYN DR,,CAROLYN DR,2023-02-14T00:00:00.000,1632,LAS VEGAS,CLARK,CLARK,659118.9374,3997888.3978
LVM220100091643,S VALLEY VIEW BLVD,,S VALLEY VIEW BLVD,W FLAMINGO RD,FLAMINGO,SR592,2022-01-23T00:00:00.000,1813,LAS VEGAS,CLARK,CLARK,662889.279299999,3998456.8585
NHP190900076,SR147,,SR147,OTHER,ARNONA,OTHER,2019-09-01T00:00:00.000,2120,RENO,CLARK,CLARK,678823.7706,4007823.14629999
LVM190100107355,E TONOPAH AVE,,E TONOPAH AVE,COSMIC DR,,COSMIC DR,2019-01-23T00:00:00.000,1205,LAS VEGAS,CLARK,CLARK,672418.398299999,4006952.94859999
LVM220900101179,S VALLEY VIEW BLVD,,S VALLEY VIEW BLVD,EL CONLON AVE,,EL CONLON AVE,2022-09-25T00:00:00.000,1624,LAS VEGAS,CLARK,CLARK,662779.6379,4001287.3637
RPD21-4702,SOUTH MEADOWS MARKETPLACE DR,,SOUTH MEADOWS MARKETPLACE DR,S VIRGINIA ST,,S VIRGINIA ST,2021-03-18T00:00:00.000,1742,RENO,WASHOE,WASHOE,261645.5668,4369186.18139999
LVM231200050690,21ST ST,,21ST ST,OTHER,BONANZA RD,BONANZA RD,2023-12-15T00:00:00.000,1711,LAS VEGAS,CLARK,CLARK,669014.817499999,4004880.7872
NLPD1905110009805,BERG ST,,BERG ST,E CHEYENNE AVE,,E CHEYENNE AVE,2019-05-11T00:00:00.000,1646,NORTH LAS VEGAS,CLARK,CLARK,669613.756,4009739.54529999
LVM200900091192,E BONANZA RD,,E BONANZA RD,N LAS VEGAS BLVD,,N LAS VEGAS BLVD,2020-09-21T00:00:00.000,2300,LAS VEGAS,CLARK,CLARK,667538.770499999,4004954.50239999
HP22-09805,W HORIZON RIDGE PKWY,,W HORIZON RIDGE PKWY,ANNET ST,,ANNET ST,2022-05-20T00:00:00.000,1406,HENDERSON,CLARK,CLARK,672149.2669,3986289.1358
RPD20-3573,WEST ST,,WEST ST,W COMMERCIAL ROW,,W COMMERCIAL ROW,2020-02-21T00:00:00.000,1939,RENO,WASHOE,WASHOE,257933.1834,4379132.05709999
LVM231000093840,W LONE MOUNTAIN RD,,W LONE MOUNTAIN RD,SERENE DR,,SERENE DR,2023-10-27T00:00:00.000,2144,LAS VEGAS,CLARK,CLARK,658252.7301,4012844.40579999
LVM210400079967,S LAS VEGAS BLVD,,S LAS VEGAS BLVD,E OAKEY BLVD,,E OAKEY BLVD,2021-04-18T00:00:00.000,1354,LAS VEGAS,CLARK,CLARK,666145.040699999,4002180.4229
SPPD22-2512,PYRAMID WAY,,PYRAMID WAY,ODDIE BL,,ODDIE BL,2022-03-31T00:00:00.000,1103,SPARKS,WASHOE,WASHOE,,
LVM210800092442,S LAS VEGAS BLVD,,S LAS VEGAS BLVD,CONVENTION CENTER DR,,CONVENTION CENTER DR,2021-08-22T00:00:00.000,454,,CLARK,CLARK,665151.573499999,4000217.25109999
LVM230900089927,S SANDHILL RD,,S SANDHILL RD,E PATRICK LN,,E PATRICK LN,2023-09-26T00:00:00.000,955,LAS VEGAS,CLARK,CLARK,671843.847199999,3994358.5095
LVM230300033422,E SAHARA AVE,,E SAHARA AVE,ATLANTIC ST,,ATLANTIC ST,2023-03-08T00:00:00.000,1622,LAS VEGAS,CLARK,CLARK,669647.7866,4001604.9065
LVM211200040905,W LAKE MEAD BLVD,,W LAKE MEAD BLVD,PUEBLO VISTA DR,,PUEBLO VISTA DR,2021-12-10T00:00:00.000,1652,LAS VEGAS,CLARK,CLARK,655541.1441,4007199.06
HP20-05008,BOULDER HWY S,,BOULDER HWY S,W ROLLY ST,,W ROLLY ST,2020-03-10T00:00:00.000,657,HENDERSON,CLARK,CLARK,679965.0455,3992123.1084
LVM201100095620,S LAS VEGAS BLVD,,S LAS VEGAS BLVD,BELLAGIO DR,,BELLAGIO DR,2020-11-22T00:00:00.000,2059,,CLARK,CLARK,664442.6314,3997802.899
RPD19-3995,KIETZKE LN,,KIETZKE LN,VASSAR ST,,VASSAR ST,2019-02-28T00:00:00.000,7,RENO,WASHOE,WASHOE,260219.325899999,4377457.31719999
NHP230600569,OTHER,GRAND CENTRAL PKWY N,S GRAND CENTRAL PKWY,OTHER,CITY PKWY,CITY PKWY,2023-06-09T00:00:00.000,921,LAS VEGAS,CLARK,CLARK,666431.2076,4004767.1839
LVM210700037325,S SANDHILL RD,,S SANDHILL RD,E TROPICANA AVE,,E TROPICANA AVE,2021-07-08T00:00:00.000,1450,LAS VEGAS,CLARK,CLARK,671776.2719,3996745.7934
LVM210800010210,S DECATUR BLVD,,S DECATUR BLVD,MEADOWS LN,,MEADOWS LN,2021-08-03T00:00:00.000,1407,LAS VEGAS,CLARK,CLARK,661353.4581,4004263.129
NLPD1911250023643,N MARTIN L KING BLVD,,N MARTIN L KING BLVD,W CHEYENNE AVE,,W CHEYENNE AVE,2019-11-26T00:00:00.000,2252,NORTH LAS VEGAS,CLARK,CLARK,665277.376699999,4009660.7531
HP19-30715,WINDMILL PKWY,,WINDMILL PKWY,VALLE VERDE DR,,VALLE VERDE DR,2019-11-21T00:00:00.000,1749,HENDERSON,CLARK,CLARK,673986.469299999,3990287.59989999
LVM201000104087,OTHER,FESTIVAL PLAZA DR,OTHER,SUMMERLIN CENTRE DR,,SUMMERLIN CENTRE DR,2020-10-24T00:00:00.000,1421,,CLARK,CLARK,,
LVM220100023948,SPRING MOUNTAIN RD,,SPRING MOUNTAIN RD,S VALLEY VIEW BLVD,,S VALLEY VIEW BLVD,2022-01-06T00:00:00.000,1459,LAS VEGAS,CLARK,CLARK,662888.7105,3999496.16779999
LVM211000120900,BOULDER HWY S,,BOULDER HWY S,E TROPICANA AVE,,E TROPICANA AVE,2021-10-28T00:00:00.000,1752,,CLARK,CLARK,675345.955099999,3996980.0819
LVM210400067154,W CHEYENNE AVE,,W CHEYENNE AVE,JOANN WAY,,JOANN WAY,2021-04-15T00:00:00.000,1650,LAS VEGAS,CLARK,CLARK,660477.1776,4009500.5777
SPPD19-2553,WEDEKIND RD,,WEDEKIND RD,FARREL ROSS DR,,FARREL ROSS DR,2019-03-22T00:00:00.000,1600,SPARKS,WASHOE,WASHOE,261367.648099999,4381927.6993
LVM200800085825,E FLAMINGO RD,,E FLAMINGO RD,PARADISE RD,,PARADISE RD,2020-08-20T00:00:00.000,1638,,CLARK,CLARK,666144.7368,3998206.25
LVM230400138690,W OWENS AVE,,W OWENS AVE,N MAIN ST,,N MAIN ST,2023-04-30T00:00:00.000,1941,LAS VEGAS,CLARK,CLARK,667661.399,4006460.5219
LVM220800042373,SPRING MOUNTAIN RD,,SPRING MOUNTAIN RD,OTHER,S RAINBOW BLVD,SR595,2022-08-11T00:00:00.000,141,LAS VEGAS,CLARK,CLARK,658007.3057,3999319.6588
NLPD2009240015797,N LAS VEGAS BLVD,,N LAS VEGAS BLVD,VAN DER MEER ST,,VAN DER MEER ST,2020-09-24T00:00:00.000,1240,NORTH LAS VEGAS,CLARK,CLARK,670214.3529,4008916.1468
RPD22-22811,W 5TH ST,,W 5TH ST,N VIRGINIA ST,,N VIRGINIA ST,2022-12-10T00:00:00.000,215,RENO,WASHOE,WASHOE,258030.845099999,4379495.7736
LVM220200078465,LINQ LN,,LINQ LN,E FLAMINGO RD,,E FLAMINGO RD,2022-02-19T00:00:00.000,1246,LAS VEGAS,CLARK,CLARK,664889.9407,3998337.5555
LVM210100043955,S DECATUR BLVD,,S DECATUR BLVD,W TROPICANA AVE,,W TROPICANA AVE,2021-01-10T00:00:00.000,947,LAS VEGAS,CLARK,CLARK,661314.0356,3996621.57159999
LVM230400078099,THEME RD,,THEME RD,WEATHERBURN AVE,,WEATHERBURN AVE,2023-04-17T00:00:00.000,2201,LAS VEGAS,CLARK,CLARK,676798.2225,3999327.97369999
LVM221000111666,OTHER,SANDHILL,E DESERT INN RD,OTHER,DESER INN RD,S SANDHILL RD,2022-10-29T00:00:00.000,928,LAS VEGAS,CLARK,CLARK,671723.1265,4000009.31849999
ELPD2019-27598,COLLEGE PKWY,,COLLEGE PKWY,WALNUT ST,,WALNUT ST,2019-12-11T00:00:00.000,1709,ELKO,,,603827.571,4521916.9614
LVM200200016483,E CHARLESTON BLVD,,E CHARLESTON BLVD,S 8TH ST,,S 8TH ST,2020-02-04T00:00:00.000,1132,LAS VEGAS,CLARK,CLARK,667034.127899999,4003166.01349999
LVM190200044629,E CHARLESTON BLVD,,E CHARLESTON BLVD,S MARYLAND PKWY,,S MARYLAND PKWY,2019-02-10T00:00:00.000,1836,LAS VEGAS,CLARK,CLARK,667586.830199999,4003181.54099999
NHP190801200,SIX MILE CANYON RD,SIX MILE CANYON,SIX MILE CANYON RD,RING RD,RING ROAD,RING RD,2019-08-15T00:00:00.000,630,RENO,LYON,LYON,281916.168499999,4353199.90689999
RPD20-4250,MILL ST,,MILL ST,YORI AVE,,YORI AVE,2020-03-02T00:00:00.000,1831,RENO,WASHOE,WASHOE,259865.221199999,4378604.8208
LVM191200000676,FASHION SHOW DR,,FASHION SHOW DR,S LAS VEGAS BLVD,,S LAS VEGAS BLVD,2019-12-01T00:00:00.000,335,LAS VEGAS,CLARK,CLARK,664871.3425,3999663.9546
LVM210100131699,STEWART AVE,,STEWART AVE,N NELLIS BLVD,,N NELLIS BLVD,2021-01-29T00:00:00.000,1910,LAS VEGAS,CLARK,CLARK,674301.8879,4004157.8812
LVM210700065774,N JONES BLVD,,N JONES BLVD,TURMON AVE,,TURMON AVE,2021-07-14T00:00:00.000,2137,LAS VEGAS,CLARK,CLARK,659687.0942,4007314.87299999
NHP231001739,N DURANGO DR,,N DURANGO DR,W DEER SPRINGS WAY,,W DEER SPRINGS WAY,2023-10-23T00:00:00.000,610,LAS VEGAS,CLARK,CLARK,653764.091799999,4016869.13959999
LVM230200095399,E CHARLESTON BLVD,,SR159,OTHER,28TH ST,28TH ST,2023-02-23T00:00:00.000,1830,LAS VEGAS,CLARK,CLARK,669877.948699999,4003217.03079999
UNLV231221,COTTAGE GROVE AVE,,COTTAGE GROVE AVE,CLAYMONT ST,,CLAYMONT ST,2023-09-21T00:00:00.000,1944,,CLARK,CLARK,667217.4883,3997959.20219999
LVM191100031228,S EASTERN AVE,,S EASTERN AVE,HOUSTON DR,,HOUSTON DR,2019-11-07T00:00:00.000,1343,LAS VEGAS,CLARK,CLARK,669217.1308,4002889.64719999
RPD21-5795,W TAYLOR ST,,W TAYLOR ST,HUMBOLDT ST,,HUMBOLDT ST,2021-04-05T00:00:00.000,853,RENO,WASHOE,WASHOE,258045.5405,4377813.03199999
NHP190902322,OTHER,TROPICANA AVE,OTHER,OTHER,IR15 SB ON RAMP,OTHER,2019-09-28T00:00:00.000,309,,CLARK,CLARK,663659.3508,3996639.97409999
LVM210300037017,E SAHARA AVE,,E SAHARA AVE,S EASTERN AVE,,S EASTERN AVE,2021-03-08T00:00:00.000,1723,LAS VEGAS,CLARK,CLARK,669251.4872,4001591.25
LVM201100066490,E DESERT INN RD,,E DESERT INN RD,CHANNEL 8 DR,,CHANNEL 8 DR,2020-11-16T00:00:00.000,906,,CLARK,CLARK,665191.7865,3999963.3486
LVM201200090129,E CHARLESTON BLVD,,E CHARLESTON BLVD,PECOS ST,,PECOS ST,2020-12-21T00:00:00.000,1722,LAS VEGAS,CLARK,CLARK,671089.6758,4003240.048
LVM220400111071,BOB STUPAK AVE,,BOB STUPAK AVE,S LAS VEGAS BLVD,,S LAS VEGAS BLVD,2022-04-26T00:00:00.000,1924,LAS VEGAS,CLARK,CLARK,665378.2158,3983824.87519999
RPD22-102418,MILL ST,,MILL ST,KIETZKE LN,,KIETZKE LN,2022-03-16T00:00:00.000,1217,RENO,WASHOE,WASHOE,260256.654299999,4378406.31819999
HP23-10071,N ARROYO GRANDE BLVD,,N ARROYO GRANDE BLVD,AMERICAN PACIFIC DR,,AMERICAN PACIFIC DR,2023-05-27T00:00:00.000,2129,HENDERSON,CLARK,CLARK,675144.145299999,3990492.0918
HP19-22413,E RICHMAR AVE,,E RICHMAR AVE,S EASTERN AVE,,S EASTERN AVE,2019-10-08T00:00:00.000,1542,HENDERSON,CLARK,CLARK,669530.3843,3987546.19999999
LVM230900020353,E TWAIN AVE,,E TWAIN AVE,CAMBRIDGE ST,,CAMBRIDGE ST,2023-09-06T00:00:00.000,1448,LAS VEGAS,CLARK,CLARK,667048.522499999,3999092.0392
LVM210200047025,N JONES BLVD,,N JONES BLVD,W WASHINGTON AVE,,W WASHINGTON AVE,2021-02-11T00:00:00.000,1228,LAS VEGAS,CLARK,CLARK,659723.5206,4005456.1727
LVM200300001357,N NELLIS BLVD,,N NELLIS BLVD,CEDAR AVE,,CEDAR AVE,2020-03-01T00:00:00.000,915,LAS VEGAS,CLARK,CLARK,674289.9232,4004576.1465
LVM220100010087,E TROPICANA AVE,,E TROPICANA AVE,WILBUR ST,WILBUR ST,WILBUR ST,2022-01-03T00:00:00.000,406,LAS VEGAS,CLARK,CLARK,667309.433699999,3996744.52529999
NHP200301591,US95,,US95,OTHER,MARTIN L KING SB ON RAMP,OTHER,2020-03-24T00:00:00.000,1124,,CLARK,CLARK,666427.5645,4004917.7607
RPD19-9054,S VIRGINIA ST,,S VIRGINIA ST,PINE ST,,PINE ST,2019-05-11T00:00:00.000,1246,RENO,WASHOE,WASHOE,258301.678199999,4378626.1875
LVM211200007340,N MARTIN L KING BLVD,,N MARTIN L KING BLVD,OTHER,BONANZA RD,OTHER,2021-12-02T00:00:00.000,1630,LAS VEGAS,CLARK,CLARK,665399.5098,4005205.38929999
LVM230600020640,E TWAIN AVE,,E TWAIN AVE,S UNIVERSITY CENTER DR,,S UNIVERSITY CENTER DR,2023-06-05T00:00:00.000,1056,LAS VEGAS,CLARK,CLARK,666832.8481,3999042.1827
RPD19-21686,HARVARD WY,,HARVARD WY,E PLUMB LN,,E PLUMB LN,2019-10-29T00:00:00.000,637,RENO,WASHOE,WASHOE,260478.3073,4376549.82159999
LVM210800119762,E FLAMINGO RD,,E FLAMINGO RD,OTHER,S EASTERN,OTHER,2021-08-28T00:00:00.000,1521,LAS VEGAS,CLARK,CLARK,669182.052,3998304.5291
LVM231000106117,S EASTERN AVE,,S EASTERN AVE,E ROBINDALE RD,,E ROBINDALE RD,2023-10-31T00:00:00.000,1622,LAS VEGAS,CLARK,CLARK,669509.3025,3991081.49789999
NLPD2309050017829,N LAS VEGAS BLVD,,LAS VEGAS BLVD,E EVANS,,EVANS AVE,2023-09-05T00:00:00.000,1945,NORTH LAS VEGAS,CLARK,CLARK,670056.657999999,4008776.56149999
LVM190900058654,BOULDER HWY,,BOULDER HWY,E TWAIN AVE,,E TWAIN AVE,2019-09-12T00:00:00.000,2245,LAS VEGAS,CLARK,CLARK,673062.474899999,3999382.05849999
LVM210400053514,S PECOS RD,,S PECOS RD,E PATRICK LN,,E PATRICK LN,2021-04-12T00:00:00.000,1815,,CLARK,CLARK,670996.2191,3994401.24689999
LVM220100095234,E PYLE AVE,,E PYLE AVE,RICE PAPER ST,,RICE PAPER ST,2022-01-24T00:00:00.000,1540,LAS VEGAS,CLARK,CLARK,666987.1398,3986252.4888
LVM231200074959,W BRUCE WOODBURY DR,,W BRUCE WOODBURY DR,COUGAR DR,,COUGAR DR,2023-12-21T16:00:00.000,1821,LAUGHLIN,CLARK,CLARK,717126.6194,3892682.8231
LVM191200097791,N LAS VEGAS BLVD,,N LAS VEGAS BLVD,FOREMASTER LN,,FOREMASTER LN,2019-12-21T00:00:00.000,1237,LAS VEGAS,CLARK,CLARK,667787.268199999,4006222.41909999
NHP220701029,CRAIG RD,,CRAIG RD,US95S,,US95S,2022-07-14T00:00:00.000,1030,,CLARK,CLARK,657524.5,4012048.5
LVM190900124548,E SAHARA AVE,,E SAHARA AVE,S MARYLAND PKWY,,S MARYLAND PKWY,2019-09-26T00:00:00.000,1019,LAS VEGAS,CLARK,CLARK,667618.792899999,4001554.56739999
LVM191000008047,S FORT APACHE RD,,S FORT APACHE RD,W RUSSELL RD,,W RUSSELL RD,2019-10-02T00:00:00.000,1548,LAS VEGAS,CLARK,CLARK,653286.471699999,3994638.4679
LVM191200086939,E TROPICANA AVE,,E TROPICANA AVE,S NELLIS BLVD,,S NELLIS BLVD,2019-12-19T00:00:00.000,735,LAS VEGAS,CLARK,CLARK,674283.0476,3996802.7988
LVM211000132628,N LAS VEGAS BLVD,,N LAS VEGAS BLVD,E BONANZA RD,,E BONANZA RD,2021-10-31T00:00:00.000,1257,LAS VEGAS,CLARK,CLARK,667558.389399999,4004994.10539999
LVM211000124061,OTHER,UNIVERSITY CENTER DR,OTHER,OTHER,NAPLES DR,OTHER,2021-10-29T00:00:00.000,1418,LAS VEGAS,CLARK,CLARK,666513.935999999,3997345.03749999
NLPD2101110000685,N LAS VEGAS BLVD,,N LAS VEGAS BLVD,CIVIC CENTER DR,,CIVIC CENTER DR,2021-01-12T00:00:00.000,317,NORTH LAS VEGAS,CLARK,CLARK,668999.830599999,4007980.81059999
LVM200700083619,S EASTERN AVE,,S EASTERN AVE,E CHARLESTON BLVD,,E CHARLESTON BLVD,2020-07-19T00:00:00.000,2058,LAS VEGAS,CLARK,CLARK,669209.030199999,4003204.71759999
NHP230101169,OTHER,IR215E,CC215E,OTHER,DECATUR BOULEVARD ON RAMP,DECATUR BLVD TO CC215E INT13,2023-01-14T00:00:00.000,1625,,CLARK,CLARK,661182.1299,3992928.176
LVM221100098757,OTHER,S LAUREL,OTHER,OTHER,E CHARLESTON,OTHER,2022-11-26T00:00:00.000,1644,LAS VEGAS,CLARK,CLARK,670867.7142,4003196.40939999
LVM230600099312,S TORREY PINES DR,,S TORREY PINES DR,FAIRBANKS RD,,FAIRBANKS RD,2023-06-21T00:00:00.000,2116,LAS VEGAS,CLARK,CLARK,658954.2346,3997884.32029999
WASD21W-01196,E GOLDEN VALLEY RD,,E GOLDEN VALLEY RD,ESTATES RD,,ESTATES RD,2021-12-08T00:00:00.000,1345,RENO,WASHOE,WASHOE,257335.0586,4388032.3823
